CODE ARTICLE LOC;FAMILLE;SOUS-FAMILLE;LIBELLE ABREGE ;         LIBELLE         ;         LIBELLE         ;         LIBELLE         ;TYPE LOCATION PROF TARIF 1;TYPE LOCATION PROF TARIF 2;TYPE LOCATION PROF TARIF 3;TYPE LOCATION PROF TARIF 4;TYPE LOCATION PROF TARIF 5;TYPE LOCATION PROF TARIF 6;TYPE LOCATION PROF TARIF 7;TYPE LOCATION PROF TARIF 8;TYPE LOCATION PROF TARIF 9;TYPE LOCATION PROF TARIF 10;TYPE LOCATION PROF TARIF 11;TYPE LOCATION PROF TARIF 12;TYPE LOCATION PROF TARIF 13;TYPE LOCATION PROF TARIF 14;TYPE LOCATION ASSURES;CODE LPP 1ERE TRANCHE;CODE LPP 2EME TRANCHE DEGRESSIVE;CODE LPP 3EME TRANCHE DEGRESSIVE;CODE LPP 4EME TRANCHE DEGRESSIVE;CODE LPP 5EME TRANCHE DEGRESSIVE;PRIX LPP 1ERE TRANCHE;PRIX LPP 2EME TRANCHE DEGRESSIVE;PRIX LPP 3EME TRANCHE DEGRESSIVE;PRIX LPP 4EME TRANCHE DEGRESSIVE;PRIX LPP 5EME TRANCHE DEGRESSIVE;PRIX HT1 TRANCHE1;PRIX HT1 TRANCHE2;PRIX HT1 TRANCHE3;PRIX HT1 TRANCHE4;PRIX HT1 TRANCHE5;PRIX HT2 TRANCHE1;PRIX HT2 TRANCHE2;PRIX HT2 TRANCHE3;PRIX HT2 TRANCHE4;PRIX HT2 TRANCHE5;PRIX HT3 TRANCHE1;PRIX HT3 TRANCHE2;PRIX HT3 TRANCHE3;PRIX HT3 TRANCHE4;PRIX HT3 TRANCHE5;PRIX HT4 TRANCHE1;PRIX HT4 TRANCHE2;PRIX HT4 TRANCHE3;PRIX HT4 TRANCHE4;PRIX HT4 TRANCHE5;PRIX HT5 TRANCHE1;PRIX HT5 TRANCHE2;PRIX HT5 TRANCHE3;PRIX HT5 TRANCHE4;PRIX HT5 TRANCHE5;PRIX HT6 TRANCHE1;PRIX HT6 TRANCHE2;PRIX HT6 TRANCHE3;PRIX HT6 TRANCHE4;PRIX HT6 TRANCHE5;PRIX HT7 TRANCHE1;PRIX HT7 TRANCHE2;PRIX HT7 TRANCHE3;PRIX HT7 TRANCHE4;PRIX HT7 TRANCHE5;PRIX HT8 TRANCHE1;PRIX HT8 TRANCHE2;PRIX HT8 TRANCHE3;PRIX HT8 TRANCHE4;PRIX HT8 TRANCHE5;PRIX HT9 TRANCHE1;PRIX HT9 TRANCHE2;PRIX HT9 TRANCHE3;PRIX HT9 TRANCHE4;PRIX HT9 TRANCHE5;PRIX HT10 TRANCHE1;PRIX HT10 TRANCHE2;PRIX HT10 TRANCHE3;PRIX HT10 TRANCHE4;PRIX HT10 TRANCHE5;PRIX HT11 TRANCHE1;PRIX HT11 TRANCHE2;PRIX HT11 TRANCHE3;PRIX HT11 TRANCHE4;PRIX HT11 TRANCHE5;PRIX HT12 TRANCHE1;PRIX HT12 TRANCHE2;PRIX HT12 TRANCHE3;PRIX HT12 TRANCHE4;PRIX HT12 TRANCHE5;PRIX HT13 TRANCHE1;PRIX HT13 TRANCHE2;PRIX HT13 TRANCHE3;PRIX HT13 TRANCHE4;PRIX HT13 TRANCHE5;PRIX HT14 TRANCHE1;PRIX HT14 TRANCHE2;PRIX HT14 TRANCHE3;PRIX HT14 TRANCHE4;PRIX HT14 TRANCHE5;PRIX TTC ASSURES TRANCHE1;PRIX TTC ASSURES TRANCHE2;PRIX TTC ASSURES TRANCHE3;PRIX TTC ASSURES TRANCHE4;PRIX TTC ASSURES TRANCHE5;REMISE TARIF1;REMISE TARIF2;REMISE TARIF3;REMISE TARIF4;REMISE TARIF5;REMISE TARIF6;REMISE TARIF7;REMISE TARIF8;REMISE TARIF9;REMISE TARIF10;REMISE TARIF11;REMISE TARIF12;REMISE TARIF13;REMISE TARIF14;RISTOURNE TARIF1;RISTOURNE TARIF2;RISTOURNE TARIF3;RISTOURNE TARIF4;RISTOURNE TARIF5;RISTOURNE TARIF6;RISTOURNE TARIF7;RISTOURNE TARIF8;RISTOURNE TARIF9;RISTOURNE TARIF10;RISTOURNE TARIF11;RISTOURNE TARIF12;RISTOURNE TARIF13;RISTOURNE TARIF14;MODE TARIFS PROF (R=REMISES, P=PRIX NETS);C.A. P.V. N-2;C.A. P.V. N-1;C.A. P.V. N;C.A. P.V. M-1;C.A. P.V. M;  COMPOSANT1   ;  COMPOSANT2   ;  COMPOSANT3   ;  COMPOSANT4   ;  COMPOSANT5   ;DERNIERE VENTE;DATE DE CREATION;SOUMIS A ENTENTE O/N;TYPE D'ARTICLE SUITE 1 (L=Loc, V=Vte);ARTICLE SUITE 1;TYPE D'ARTICLE SUITE 2 (L=Loc, V=Vte);ARTICLE SUITE 2;DEPOT DE GARANTIE
LIMED           ;LC1    ;LCD         ;LIT MEDICALISE ;LIT MEDICALISE           ;AVEC ACCESSOIRES         ;                         ;S132                      ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S4                   ;1241763              ;                                ;                                ;                                ;                                ;      13,60          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;      14,50      ;      13,60      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      13,60              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;     513,34  ;     571,66  ;     661,65;       0,00  ;       0,00;LIT            ;BARR           ;               ;               ;               ;06/06/17      ;01/10/06        ;N                   ;V                                    ;AVSA/ST/CL1    ;V                                    ;AVSA/ST/CL2    ;   100,00        
LITELCPOT       ;LC1    ;LCD         ;LIT ELECTRIQUE ;LIT ELECTRIQUE           ;2 FONCTIONS              ;AVEC POTENCE PERFUSION   ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S4                   ;1241763              ;                                ;                                ;                                ;                                ;      13,60          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      13,60              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;      23,34  ;       0,00  ;       0,00;       0,00  ;       0,00;LITE           ;POTE           ;               ;               ;               ;28/02/15      ;01/10/06        ;N                   ;V                                    ;AVSA/ST/CL1    ;V                                    ;LIV 1          ;   120,00        
LITELCPOT1      ;LC1    ;LCD         ;LIT ELECTRIQUE ;LIT ELECTRIQUE           ;2 FONCTIONS              ;AVEC POTENCE PERFUSION   ;M1                        ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S4                   ;1241763              ;                                ;                                ;                                ;                                ;      13,60          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       8,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      13,60              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;LITE           ;POTE           ;               ;               ;               ;27/05/13      ;02/07/08        ;N                   ;V                                    ;AVSA/ST/CL2    ;V                                    ;LIV 1          ;   120,00        
LITFORTISSIMO   ;LC1    ;LCD         ;LIT FORTISSIMO ;LIT FORTISSIMO & ACCESSOI;RES POUR PATIENT DE 135 …;270 KG                   ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S4                   ;1241763              ;                                ;                                ;                                ;                                ;      13,60          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      13,60              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;     606,67;       0,00  ;       0,00;FORTISSIMO     ;               ;               ;               ;               ;01/03/17      ;01/10/06        ;N                   ;L                                    ;LOC1           ;V                                    ;LIV 2          ;   230,00        
LIVPANSEMENTS   ;LO1    ;LA1         ;LIVRAISON DES S;LIVRAISON DES SETS DE PAN;SEMENTS                  ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S1                   ;                     ;                                ;                                ;                                ;                                ;       0,00          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;               ;               ;               ;               ;               ;30/09/13      ;15/08/12        ;N                   ;L                                    ;               ;V                                    ;               ;     0,00        
LOC1            ;LO1    ;LA1         ;ARTICLE de loca;ARTICLE de location 1    ;avec 2 composants        ;(COMP1 et COMP2)         ;263252                    ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S452                 ;1241763              ;1233976                         ;                                ;                                ;                                ;      13,60          ;      13,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;      13,00      ;      11,00      ;      10,00      ;       9,50      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      13,60              ;      13,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;    1449,50  ;     243,50;       0,00  ;       0,00;COMP1          ;COMP2          ;               ;               ;               ;06/06/17      ;11/04/08        ;N                   ;V                                    ;LIV 1          ;V                                    ;               ;     0,00        
POMPAMBU        ;LPE    ;LPE         ;POMPE AMBULATOI;POMPE AMBULATOIRE        ;HORS INSULINE            ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;J28                  ;1100413              ;                                ;                                ;                                ;                                ;       9,84          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       9,84              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;    1230,00  ;     278,80;       0,00  ;       0,00;POMPAMBU       ;               ;               ;               ;               ;02/01/17      ;30/01/12        ;N                   ;C                                    ;FORFMADPOMPE   ;V                                    ;               ;     0,00        
POMPENEAD       ;LO1    ;LA1         ;POMPE NUTRITION;POMPE NUTRITION ENTERAL  ;LOC HEBDOMADAIRE         ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S1                   ;1176876              ;                                ;                                ;                                ;                                ;      82,23          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      82,23              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;POMPEFIXE      ;               ;               ;               ;               ;22/09/14      ;27/08/14        ;N                   ;V                                    ;FORPREMINSTNEAD;V                                    ;               ;     0,00        
POTEPERF        ;LD1    ;LDA         ;POTENCE PERFUSI;POTENCE POUR PERFUSION   ;                         ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S465                 ;1273415              ;1201858                         ;                                ;                                ;                                ;       2,29          ;       1,52                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       2,29              ;       1,52              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;POTP           ;               ;               ;               ;               ;30/11/06      ;30/11/06        ;N                   ;L                                    ;               ;V                                    ;               ;     0,00        
POTEREL         ;LC1    ;LCD         ;RELEVEMENT     ;POTENCE DE RELEVEMENT    ;                         ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S465                 ;1273415              ;1201858                         ;                                ;                                ;                                ;       2,29          ;       1,52                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       2,29              ;       1,52              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;POTR           ;               ;               ;               ;               ;30/11/06      ;30/11/06        ;N                   ;L                                    ;               ;V                                    ;               ;     0,00        
TIRELAIT        ;LC1    ;LCD         ;TIRELAIT BELECT;TIRELAIT ELECTRIQUE      ;                         ;                         ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                          ;                           ;                           ;                           ;                           ;                           ;S4                   ;1105712              ;                                ;                                ;                                ;                                ;      12,07          ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00                     ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00      ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;       0,00       ;      12,07              ;       0,00              ;       0,00              ;       0,00              ;       0,00              ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00      ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00       ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00         ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;   0,00          ;P                                        ;       0,00  ;       0,00  ;       0,00;       0,00  ;       0,00;TIRELAIT       ;               ;               ;               ;               ;26/09/12      ;26/09/12        ;N                   ;V                                    ;TETERELLE      ;L                                    ;               ;     0,00        
